START DATE,END DATE,SUBJECT,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),SHOW TIME AS,DESCRIPTION,,,,AWAY,HOM E
1/4/2013,1/4/2013,NBA: 76ers @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,76ers @ Thunder,Philadelphia at Oklahoma City,,76ers , Thunder
2/20/2013,2/20/2013,NBA: 76ers @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,76ers @ Timberwolves,Philadelphia at Minnesota,,76ers , Timberwolves
2/9/2013,2/9/2013,NBA: Bobcats @ 76ers     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ 76ers,Charlotte at Philadelphia,,Bobcats , 76ers
4/1/2013,4/1/2013,NBA: Bobcats @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Bucks,Charlotte at Milwaukee,,Bobcats , Bucks
1/28/2013,1/28/2013,NBA: Bobcats @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Bulls,Charlotte at Chicago,,Bobcats , Bulls
4/9/2013,4/9/2013,NBA: Bobcats @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Grizzlies,Charlotte at Memphis,,Bobcats , Grizzlies
10/9/2012,10/9/2012,NBA: Bobcats @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Hornets,Charlotte at New Orleans,,Bobcats , Hornets
11/9/2012,11/9/2012,NBA: Bobcats @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Hornets,Charlotte at New Orleans,,Bobcats , Hornets
2/2/2013,2/2/2013,NBA: Bobcats @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Rockets,Charlotte at Houston,,Bobcats , Rockets
10/16/2012,10/16/2012,NBA: Bobcats @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Thunder,Charlotte at Oklahoma City,,Bobcats , Thunder
11/26/2012,11/26/2012,NBA: Bobcats @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Thunder,Charlotte at Oklahoma City,,Bobcats , Thunder
11/14/2012,11/14/2012,NBA: Bobcats @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Timberwolves,Charlotte at Minnesota,,Bobcats , Timberwolves
3/9/2013,3/9/2013,NBA: Bobcats @ Wizards     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bobcats @ Wizards,Charlotte at Washington,,Bobcats , Wizards
2/20/2013,2/20/2013,NBA: Nets @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Bucks,Brooklyn at Milwaukee,,Nets , Bucks
12/26/2012,12/26/2012,NBA: Nets @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Bucks,Brooklyn at Milwaukee,,Nets , Bucks
3/2/2013,3/2/2013,NBA: Nets @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Bulls,Brooklyn at Chicago,,Nets , Bulls
12/15/2012,12/15/2012,NBA: Nets @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Bulls,Brooklyn at Chicago,,Nets , Bulls
1/25/2013,1/25/2013,NBA: Nets @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Grizzlies,Brooklyn at Memphis,,Nets , Grizzlies
2/26/2013,2/26/2013,NBA: Nets @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Hornets,Brooklyn at New Orleans,,Nets , Hornets
1/26/2013,1/26/2013,NBA: Nets @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Rockets,Brooklyn at Houston,,Nets , Rockets
1/2/2013,1/2/2013,NBA: Nets @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Thunder,Brooklyn at Oklahoma City,,Nets , Thunder
1/23/2013,1/23/2013,NBA: Nets @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Nets @ Timberwolves,Brooklyn at Minnesota,,Nets , Timberwolves
1/9/2013,1/9/2013,NBA: Bucks @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Bulls,Milwaukee at Chicago,,Bucks , Bulls
10/16/2012,10/16/2012,NBA: Bucks @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Bulls,Milwaukee at Chicago,,Bucks , Bulls
11/26/2012,11/26/2012,NBA: Bucks @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Bulls,Milwaukee at Chicago,,Bucks , Bulls
2/27/2013,2/27/2013,NBA: Bucks @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Rockets,Milwaukee at Houston,,Bucks , Rockets
4/17/2013,4/17/2013,NBA: Bucks @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Thunder,Milwaukee at Oklahoma City,,Bucks , Thunder
11/30/2012,11/30/2012,NBA: Bucks @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bucks @ Timberwolves,Milwaukee at Minnesota,,Bucks , Timberwolves
1/30/2013,1/30/2013,NBA: Bulls @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bulls @ Bucks,Chicago at Milwaukee,,Bulls , Bucks
12/17/2012,12/17/2012,NBA: Bulls @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bulls @ Grizzlies,Chicago at Memphis,,Bulls , Grizzlies
2/19/2013,2/19/2013,NBA: Bulls @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bulls @ Hornets,Chicago at New Orleans,,Bulls , Hornets
11/21/2012,11/21/2012,NBA: Bulls @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bulls @ Rockets,Chicago at Houston,,Bulls , Rockets
10/13/2012,10/13/2012,NBA: Bulls @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Bulls @ Timberwolves,Chicago at Minnesota,,Bulls , Timberwolves
4/17/2013,4/17/2013,NBA: Cavaliers @ Bobcats     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Bobcats,Cleveland at Charlotte,,Cavaliers , Bobcats
1/7/2013,1/7/2013,NBA: Cavaliers @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Bulls,Cleveland at Chicago,,Cavaliers , Bulls
2/26/2013,2/26/2013,NBA: Cavaliers @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Bulls,Cleveland at Chicago,,Cavaliers , Bulls
10/12/2012,10/12/2012,NBA: Cavaliers @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Bulls,Cleveland at Chicago,,Cavaliers , Bulls
3/22/2013,3/22/2013,NBA: Cavaliers @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Rockets,Cleveland at Houston,,Cavaliers , Rockets
12/7/2012,12/7/2012,NBA: Cavaliers @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Cavaliers @ Timberwolves,Cleveland at Minnesota,,Cavaliers , Timberwolves
10/18/2012,10/18/2012,NBA: Celtics @ Nets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Nets,Boston at Brooklyn,,Celtics , Nets
11/12/2012,11/12/2012,NBA: Celtics @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Bulls,Boston at Chicago,,Celtics , Bulls
12/18/2012,12/18/2012,NBA: Celtics @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Bulls,Boston at Chicago,,Celtics , Bulls
3/23/2013,3/23/2013,NBA: Celtics @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Grizzlies,Boston at Memphis,,Celtics , Grizzlies
3/20/2013,3/20/2013,NBA: Celtics @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Hornets,Boston at New Orleans,,Celtics , Hornets
4/17/2013,4/17/2013,NBA: Celtics @ Raptors     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Raptors,Boston at Toronto,,Celtics , Raptors
12/14/2012,12/14/2012,NBA: Celtics @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Rockets,Boston at Houston,,Celtics , Rockets
4/1/2013,4/1/2013,NBA: Celtics @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Celtics @ Timberwolves,Boston at Minnesota,,Celtics , Timberwolves
1/14/2013,1/14/2013,NBA: Clippers @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Grizzlies,LA Clippers at Memphis,,Clippers , Grizzlies
3/27/2013,3/27/2013,NBA: Clippers @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Hornets,LA Clippers at New Orleans,,Clippers , Hornets
4/12/2013,4/12/2013,NBA: Clippers @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Hornets,LA Clippers at New Orleans,,Clippers , Hornets
1/15/2013,1/15/2013,NBA: Clippers @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Rockets,LA Clippers at Houston,,Clippers , Rockets
3/30/2013,3/30/2013,NBA: Clippers @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Rockets,LA Clippers at Houston,,Clippers , Rockets
12/23/2012,12/23/2012,NBA: Clippers @ Suns     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Suns,LA Clippers at Phoenix,,Clippers , Suns
1/30/2013,1/30/2013,NBA: Clippers @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Clippers @ Timberwolves,LA Clippers at Minnesota,,Clippers , Timberwolves
10/18/2012,10/18/2012,NBA: Grizzlies @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Bucks,Memphis at Milwaukee,,Grizzlies , Bucks
11/7/2012,11/7/2012,NBA: Grizzlies @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Bucks,Memphis at Milwaukee,,Grizzlies , Bucks
10/9/2012,10/9/2012,NBA: Grizzlies @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Bulls,Memphis at Chicago,,Grizzlies , Bulls
3/22/2013,3/22/2013,NBA: Grizzlies @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Hornets,Memphis at New Orleans,,Grizzlies , Hornets
12/7/2012,12/7/2012,NBA: Grizzlies @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Hornets,Memphis at New Orleans,,Grizzlies , Hornets
4/12/2013,4/12/2013,NBA: Grizzlies @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Rockets,Memphis at Houston,,Grizzlies , Rockets
10/17/2012,10/17/2012,NBA: Grizzlies @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Rockets,Memphis at Houston,,Grizzlies , Rockets
12/22/2012,12/22/2012,NBA: Grizzlies @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Rockets,Memphis at Houston,,Grizzlies , Rockets
1/6/2013,1/6/2013,NBA: Grizzlies @ Suns     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Suns,Memphis at Phoenix,,Grizzlies , Suns
3/30/2013,3/30/2013,NBA: Grizzlies @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Grizzlies @ Timberwolves,Memphis at Minnesota,,Grizzlies , Timberwolves
3/17/2013,3/17/2013,NBA: Hawks @ Nets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hawks @ Nets,Atlanta at Brooklyn,,Hawks , Nets
12/8/2012,12/8/2012,NBA: Hawks @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hawks @ Grizzlies,Atlanta at Memphis,,Hawks , Grizzlies
1/1/2013,1/1/2013,NBA: Hawks @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hawks @ Hornets,Atlanta at New Orleans,,Hawks , Hornets
4/17/2013,4/17/2013,NBA: Hawks @ Knicks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hawks @ Knicks,Atlanta at New York,,Hawks , Knicks
1/8/2013,1/8/2013,NBA: Hawks @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hawks @ Timberwolves,Atlanta at Minnesota,,Hawks , Timberwolves
11/3/2012,11/3/2012,NBA: Hornets @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Bulls,New Orleans at Chicago,,Hornets , Bulls
3/9/2013,3/9/2013,NBA: Hornets @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Grizzlies,New Orleans at Memphis,,Hornets , Grizzlies
4/17/2013,4/17/2013,NBA: Hornets @ Mavericks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Mavericks,New Orleans at Dallas,,Hornets , Mavericks
11/25/2012,11/25/2012,NBA: Hornets @ Nuggets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Nuggets,New Orleans at Denver,,Hornets , Nuggets
1/2/2013,1/2/2013,NBA: Hornets @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Rockets,New Orleans at Houston,,Hornets , Rockets
10/12/2012,10/12/2012,NBA: Hornets @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Rockets,New Orleans at Houston,,Hornets , Rockets
11/14/2012,11/14/2012,NBA: Hornets @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Rockets,New Orleans at Houston,,Hornets , Rockets
2/27/2013,2/27/2013,NBA: Hornets @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Thunder,New Orleans at Oklahoma City,,Hornets , Thunder
12/12/2012,12/12/2012,NBA: Hornets @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Hornets @ Thunder,New Orleans at Oklahoma City,,Hornets , Thunder
3/4/2013,3/4/2013,NBA: Jazz @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Bucks,Utah at Milwaukee,,Jazz , Bucks
3/8/2013,3/8/2013,NBA: Jazz @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Bulls,Utah at Chicago,,Jazz , Bulls
11/5/2012,11/5/2012,NBA: Jazz @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Grizzlies,Utah at Memphis,,Jazz , Grizzlies
11/2/2012,11/2/2012,NBA: Jazz @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Hornets,Utah at New Orleans,,Jazz , Hornets
11/28/2012,11/28/2012,NBA: Jazz @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Hornets,Utah at New Orleans,,Jazz , Hornets
3/20/2013,3/20/2013,NBA: Jazz @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Rockets,Utah at Houston,,Jazz , Rockets
12/1/2012,12/1/2012,NBA: Jazz @ Rockets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Rockets,Utah at Houston,,Jazz , Rockets
11/30/2012,11/30/2012,NBA: Jazz @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Thunder,Utah at Oklahoma City,,Jazz , Thunder
2/13/2013,2/13/2013,NBA: Jazz @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Timberwolves,Utah at Minnesota,,Jazz , Timberwolves
4/15/2013,4/15/2013,NBA: Jazz @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Timberwolves,Utah at Minnesota,,Jazz , Timberwolves
4/7/2013,4/7/2013,NBA: Jazz @ Warriors     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Jazz @ Warriors,Utah at Golden State,,Jazz , Warriors
12/12/2012,12/12/2012,NBA: Kings @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Bucks,Sacramento at Milwaukee,,Kings , Bucks
10/31/2012,10/31/2012,NBA: Kings @ Bulls     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Bulls,Sacramento at Chicago,,Kings , Bulls
1/18/2013,1/18/2013,NBA: Kings @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Grizzlies,Sacramento at Memphis,,Kings , Grizzlies
2/12/2013,2/12/2013,NBA: Kings @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Grizzlies,Sacramento at Memphis,,Kings , Grizzlies
4/15/2013,4/15/2013,NBA: Kings @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Thunder,Sacramento at Oklahoma City,,Kings , Thunder
12/14/2012,12/14/2012,NBA: Kings @ Thunder     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Thunder,Sacramento at Oklahoma City,,Kings , Thunder
11/2/2012,11/2/2012,NBA: Kings @ Timberwolves     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Kings @ Timberwolves,Sacramento at Minnesota,,Kings , Timberwolves
3/28/2013,3/28/2013,NBA: Lakers @ Bucks     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Lakers @ Bucks,LA Lakers at Milwaukee,,Lakers , Bucks
1/23/2013,1/23/2013,NBA: Lakers @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Lakers @ Grizzlies,LA Lakers at Memphis,,Lakers , Grizzlies
11/23/2012,11/23/2012,NBA: Lakers @ Grizzlies     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Lakers @ Grizzlies,LA Lakers at Memphis,,Lakers , Grizzlies
3/6/2013,3/6/2013,NBA: Lakers @ Hornets     ,5:00 PM,6:00 PM,7:00 PM,8:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,FREE,www.MySportsCal.com,Lakers @ Hornets,LA Lakers at New Orleans,,Lakers , Hornets
