START DATE,END DATE,SUBJECT,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),SHOW TIME AS,DESCRIPTION,,,,AWAY,HOM E
11/30/2012,11/30/2012,NBA: Suns @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Suns @ Raptors,Phoenix at Toronto,,Suns , Raptors
3/16/2013,3/16/2013,NBA: Suns @ Wizards     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Suns @ Wizards,Phoenix at Washington,,Suns , Wizards
11/24/2012,11/24/2012,NBA: Thunder @ 76ers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Thunder @ 76ers,Oklahoma City at Philadelphia,,Thunder , 76ers
3/8/2013,3/8/2013,NBA: Thunder @ Bobcats     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Thunder @ Bobcats,Oklahoma City at Charlotte,,Thunder , Bobcats
3/22/2013,3/22/2013,NBA: Thunder @ Magic     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Thunder @ Magic,Oklahoma City at Orlando,,Thunder , Magic
1/7/2013,1/7/2013,NBA: Thunder @ Wizards     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Thunder @ Wizards,Oklahoma City at Washington,,Thunder , Wizards
12/4/2012,12/4/2012,NBA: Timberwolves @ 76ers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ 76ers,Minnesota at Philadelphia,,Timberwolves , 76ers
2/11/2013,2/11/2013,NBA: Timberwolves @ Cavaliers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Cavaliers,Minnesota at Cleveland,,Timberwolves , Cavaliers
12/17/2012,12/17/2012,NBA: Timberwolves @ Magic     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Magic,Minnesota at Orlando,,Timberwolves , Magic
3/13/2013,3/13/2013,NBA: Timberwolves @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Pacers,Minnesota at Indiana,,Timberwolves , Pacers
10/12/2012,10/12/2012,NBA: Timberwolves @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Pacers,Minnesota at Indiana,,Timberwolves , Pacers
1/13/2013,1/13/2013,NBA: Timberwolves @ Spurs     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Spurs,Minnesota at San Antonio,,Timberwolves , Spurs
1/25/2013,1/25/2013,NBA: Timberwolves @ Wizards     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Timberwolves @ Wizards,Minnesota at Washington,,Timberwolves , Wizards
3/18/2013,3/18/2013,NBA: Trail Blazers @ 76ers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ 76ers,Portland at Philadelphia,,Trail Blazers , 76ers
12/3/2012,12/3/2012,NBA: Trail Blazers @ Bobcats     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Bobcats,Portland at Charlotte,,Trail Blazers , Bobcats
3/10/2013,3/10/2013,NBA: Trail Blazers @ Hornets     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Hornets,Portland at New Orleans,,Trail Blazers , Hornets
12/5/2012,12/5/2012,NBA: Trail Blazers @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Pacers,Portland at Indiana,,Trail Blazers , Pacers
1/2/2013,1/2/2013,NBA: Trail Blazers @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Raptors,Portland at Toronto,,Trail Blazers , Raptors
3/24/2013,3/24/2013,NBA: Trail Blazers @ Thunder     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Thunder,Portland at Oklahoma City,,Trail Blazers , Thunder
11/28/2012,11/28/2012,NBA: Trail Blazers @ Wizards     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Trail Blazers @ Wizards,Portland at Washington,,Trail Blazers , Wizards
12/10/2012,12/10/2012,NBA: Warriors @ Bobcats     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Bobcats,Golden State at Charlotte,,Warriors , Bobcats
1/29/2013,1/29/2013,NBA: Warriors @ Cavaliers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Cavaliers,Golden State at Cleveland,,Warriors , Cavaliers
12/15/2012,12/15/2012,NBA: Warriors @ Hawks     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Hawks,Golden State at Atlanta,,Warriors , Hawks
2/26/2013,2/26/2013,NBA: Warriors @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Pacers,Golden State at Indiana,,Warriors , Pacers
1/28/2013,1/28/2013,NBA: Warriors @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Raptors,Golden State at Toronto,,Warriors , Raptors
3/17/2013,3/17/2013,NBA: Warriors @ Rockets     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Rockets,Golden State at Houston,,Warriors , Rockets
11/18/2012,11/18/2012,NBA: Warriors @ Thunder     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Thunder,Golden State at Oklahoma City,,Warriors , Thunder
12/8/2012,12/8/2012,NBA: Warriors @ Wizards     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Warriors @ Wizards,Golden State at Washington,,Warriors , Wizards
1/30/2013,1/30/2013,NBA: Wizards @ 76ers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ 76ers,Washington at Philadelphia,,Wizards , 76ers
3/18/2013,3/18/2013,NBA: Wizards @ Bobcats     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Bobcats,Washington at Charlotte,,Wizards , Bobcats
11/13/2012,11/13/2012,NBA: Wizards @ Bobcats     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Bobcats,Washington at Charlotte,,Wizards , Bobcats
3/12/2013,3/12/2013,NBA: Wizards @ Cavaliers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Cavaliers,Washington at Cleveland,,Wizards , Cavaliers
10/30/2012,10/30/2012,NBA: Wizards @ Cavaliers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Cavaliers,Washington at Cleveland,,Wizards , Cavaliers
3/29/2013,3/29/2013,NBA: Wizards @ Magic     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Magic,Washington at Orlando,,Wizards , Magic
12/19/2012,12/19/2012,NBA: Wizards @ Magic     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Magic,Washington at Orlando,,Wizards , Magic
1/2/2013,1/2/2013,NBA: Wizards @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Pacers,Washington at Indiana,,Wizards , Pacers
11/10/2012,11/10/2012,NBA: Wizards @ Pacers     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Pacers,Washington at Indiana,,Wizards , Pacers
2/25/2013,2/25/2013,NBA: Wizards @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Raptors,Washington at Toronto,,Wizards , Raptors
4/3/2013,4/3/2013,NBA: Wizards @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Raptors,Washington at Toronto,,Wizards , Raptors
10/17/2012,10/17/2012,NBA: Wizards @ Raptors     ,4:00 PM,5:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,FREE,www.MySportsCal.com,Wizards @ Raptors,Washington at Toronto,,Wizards , Raptors
11/21/2012,11/21/2012,NBA: Clippers @ Thunder     [ESPN],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Clippers @ Thunder,LA Clippers at Oklahoma City,[ESPN],Clippers , Thunder
11/28/2012,11/28/2012,NBA: Nets @ Celtics     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Celtics,Brooklyn at Boston,[NBATV],Nets , Celtics
12/1/2012,12/1/2012,NBA: Nets @ Heat     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Heat,Brooklyn at Miami,[NBATV],Nets , Heat
2/13/2013,2/13/2013,NBA: Bulls @ Celtics     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ Celtics,Chicago at Boston,[NBATV],Bulls , Celtics
12/21/2012,12/21/2012,NBA: Bulls @ Knicks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ Knicks,Chicago at New York,[NBATV],Bulls , Knicks
4/12/2013,4/12/2013,NBA: Celtics @ Heat     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Celtics @ Heat,Boston at Miami,[NBATV],Celtics , Heat
3/9/2013,3/9/2013,NBA: Jazz @ Knicks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Jazz @ Knicks,Utah at New York,[NBATV],Jazz , Knicks
1/28/2013,1/28/2013,NBA: Magic @ Nets     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Magic @ Nets,Orlando at Brooklyn,[NBATV],Magic , Nets
11/19/2012,11/19/2012,NBA: Magic @ Hawks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Magic @ Hawks,Orlando at Atlanta,[NBATV],Magic , Hawks
1/2/2013,1/2/2013,NBA: Mavericks @ Heat     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Mavericks @ Heat,Dallas at Miami,[NBATV],Mavericks , Heat
11/3/2012,11/3/2012,NBA: Nuggets @ Heat     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nuggets @ Heat,Denver at Miami,[NBATV],Nuggets , Heat
12/9/2012,12/9/2012,NBA: Nuggets @ Knicks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nuggets @ Knicks,Denver at New York,[NBATV],Nuggets , Knicks
3/16/2013,3/16/2013,NBA: Pacers @ 76ers     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Pacers @ 76ers,Indiana at Philadelphia,[NBATV],Pacers , 76ers
12/17/2012,12/17/2012,NBA: Rockets @ Knicks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Rockets @ Knicks,Houston at New York,[NBATV],Rockets , Knicks
11/23/2012,11/23/2012,NBA: Thunder @ Celtics     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Thunder @ Celtics,Oklahoma City at Boston,[NBATV],Thunder , Celtics
11/5/2012,11/5/2012,NBA: Timberwolves @ Nets     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Timberwolves @ Nets,Minnesota at Brooklyn,[NBATV],Timberwolves , Nets
11/30/2012,11/30/2012,NBA: Wizards @ Knicks     [NBATV],4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Wizards @ Knicks,Washington at New York,[NBATV],Wizards , Knicks
4/9/2013,4/9/2013,NBA: 76ers @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Nets,Philadelphia at Brooklyn,,76ers , Nets
10/19/2012,10/19/2012,NBA: 76ers @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Nets,Philadelphia at Brooklyn,,76ers , Nets
3/29/2013,3/29/2013,NBA: 76ers @ Cavaliers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Cavaliers,Philadelphia at Cleveland,,76ers , Cavaliers
10/21/2012,10/21/2012,NBA: 76ers @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Celtics,Philadelphia at Boston,,76ers , Celtics
11/9/2012,11/9/2012,NBA: 76ers @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Celtics,Philadelphia at Boston,,76ers , Celtics
12/8/2012,12/8/2012,NBA: 76ers @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Celtics,Philadelphia at Boston,,76ers , Celtics
3/6/2013,3/6/2013,NBA: 76ers @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Hawks,Philadelphia at Atlanta,,76ers , Hawks
4/5/2013,4/5/2013,NBA: 76ers @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Hawks,Philadelphia at Atlanta,,76ers , Hawks
4/6/2013,4/6/2013,NBA: 76ers @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Heat,Philadelphia at Miami,,76ers , Heat
4/15/2013,4/15/2013,NBA: 76ers @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,76ers @ Pistons,Philadelphia at Detroit,,76ers , Pistons
3/30/2013,3/30/2013,NBA: Bobcats @ 76ers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ 76ers,Charlotte at Philadelphia,,Bobcats , 76ers
4/6/2013,4/6/2013,NBA: Bobcats @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Nets,Charlotte at Brooklyn,,Bobcats , Nets
12/28/2012,12/28/2012,NBA: Bobcats @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Nets,Charlotte at Brooklyn,,Bobcats , Nets
1/14/2013,1/14/2013,NBA: Bobcats @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Celtics,Charlotte at Boston,,Bobcats , Celtics
3/16/2013,3/16/2013,NBA: Bobcats @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Celtics,Charlotte at Boston,,Bobcats , Celtics
11/28/2012,11/28/2012,NBA: Bobcats @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Hawks,Charlotte at Atlanta,,Bobcats , Hawks
12/13/2012,12/13/2012,NBA: Bobcats @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Hawks,Charlotte at Atlanta,,Bobcats , Hawks
2/4/2013,2/4/2013,NBA: Bobcats @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Heat,Charlotte at Miami,,Bobcats , Heat
3/29/2013,3/29/2013,NBA: Bobcats @ Knicks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Knicks,Charlotte at New York,,Bobcats , Knicks
1/6/2013,1/6/2013,NBA: Bobcats @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Pistons,Charlotte at Detroit,,Bobcats , Pistons
4/12/2013,4/12/2013,NBA: Bobcats @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Pistons,Charlotte at Detroit,,Bobcats , Pistons
10/20/2012,10/20/2012,NBA: Bobcats @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bobcats @ Pistons,Charlotte at Detroit,,Bobcats , Pistons
10/16/2012,10/16/2012,NBA: Nets @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Celtics,Brooklyn at Boston,,Nets , Celtics
1/16/2013,1/16/2013,NBA: Nets @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Hawks,Brooklyn at Atlanta,,Nets , Hawks
11/7/2012,11/7/2012,NBA: Nets @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Heat,Brooklyn at Miami,,Nets , Heat
2/6/2013,2/6/2013,NBA: Nets @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Pistons,Brooklyn at Detroit,,Nets , Pistons
3/18/2013,3/18/2013,NBA: Nets @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Nets @ Pistons,Brooklyn at Detroit,,Nets , Pistons
2/19/2013,2/19/2013,NBA: Bucks @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Nets,Milwaukee at Brooklyn,,Bucks , Nets
1/25/2013,1/25/2013,NBA: Bucks @ Cavaliers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Cavaliers,Milwaukee at Cleveland,,Bucks , Cavaliers
12/14/2012,12/14/2012,NBA: Bucks @ Cavaliers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Cavaliers,Milwaukee at Cleveland,,Bucks , Cavaliers
11/2/2012,11/2/2012,NBA: Bucks @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Celtics,Milwaukee at Boston,,Bucks , Celtics
12/21/2012,12/21/2012,NBA: Bucks @ Celtics     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Celtics,Milwaukee at Boston,,Bucks , Celtics
3/20/2013,3/20/2013,NBA: Bucks @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Hawks,Milwaukee at Atlanta,,Bucks , Hawks
4/12/2013,4/12/2013,NBA: Bucks @ Hawks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Hawks,Milwaukee at Atlanta,,Bucks , Hawks
4/9/2013,4/9/2013,NBA: Bucks @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Heat,Milwaukee at Miami,,Bucks , Heat
11/21/2012,11/21/2012,NBA: Bucks @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Heat,Milwaukee at Miami,,Bucks , Heat
2/1/2013,2/1/2013,NBA: Bucks @ Knicks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Knicks,Milwaukee at New York,,Bucks , Knicks
4/5/2013,4/5/2013,NBA: Bucks @ Knicks     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Knicks,Milwaukee at New York,,Bucks , Knicks
1/29/2013,1/29/2013,NBA: Bucks @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Pistons,Milwaukee at Detroit,,Bucks , Pistons
12/30/2012,12/30/2012,NBA: Bucks @ Pistons     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bucks @ Pistons,Milwaukee at Detroit,,Bucks , Pistons
12/12/2012,12/12/2012,NBA: Bulls @ 76ers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ 76ers,Chicago at Philadelphia,,Bulls , 76ers
2/1/2013,2/1/2013,NBA: Bulls @ Nets     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ Nets,Chicago at Brooklyn,,Bulls , Nets
11/2/2012,11/2/2012,NBA: Bulls @ Cavaliers     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ Cavaliers,Chicago at Cleveland,,Bulls , Cavaliers
1/4/2013,1/4/2013,NBA: Bulls @ Heat     ,4:30 PM,5:30 PM,6:30 PM,7:30 PM,6:30 PM,7:30 PM,8:30 PM,9:30 PM,FREE,www.MySportsCal.com,Bulls @ Heat,Chicago at Miami,,Bulls , Heat
